"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HBG2",191.718527158252,5.86617531947466,0.526436459906515,11.1431782679269,7.73101757583442e-29,8.68551557353278e-28
"AK128652",2488.38820657976,5.86397833587768,0.521167938956103,11.2516098891716,2.27403054669195e-29,2.66727273771709e-28
"IGKV",15.3086148797955,5.8618304913864,0.875871677844446,6.69256768961019,2.19288255843861e-11,7.53280727413164e-11
"BCL2A1",232.843867245047,5.86182675153478,0.390947463557488,14.9938989198041,8.04863853094942e-51,4.50903816760705e-49
"MYH7",147.996318653,5.843254085479,0.993022874980071,5.88430964955995,3.99718872152826e-09,1.16582343308305e-08
"UGT2B17",24.197483955378,5.7527490633024,0.858336436220091,6.70220768983796,2.05293963185361e-11,7.06954266513725e-11
"ELK2AP",2196.81341628561,5.75010401093956,0.596684369479144,9.63675991036756,5.59253377619924e-22,3.98203670240493e-21
"CR2",64.4834564021546,5.71027093925576,0.564494254973458,10.1157290600314,4.70500864460367e-24,3.84413789488304e-23
"PF4",112.541228891067,5.70375908418027,0.545432415230481,10.4573159293623,1.35643729765111e-25,1.22982993511148e-24
"IFIT1B",20.8469303465451,5.68958991028453,0.616496075396969,9.22891505289946,2.73386902107843e-20,1.72708244262982e-19
"DSC1",33.5388075714768,5.68787290780052,0.814282042696837,6.9851385755269,2.84574950993025e-12,1.04140375898982e-11
"AHSP",14.4798948706108,5.67569552839526,0.689790569804649,8.22814311596437,1.90137830740069e-16,9.16364810891611e-16
"AMTN",334.798887876835,5.66591631320645,0.568752304569711,9.9620102946097,2.23497038909422e-23,1.74355540447655e-22
"BHLHA15",22.785306887921,5.65890418599866,0.732288342175416,7.72769940483785,1.09507548911498e-14,4.70133385880632e-14
"X07060",338.277392522734,5.61539808948784,0.574116492216083,9.78093847785572,1.35944099999444e-22,1.00958248878591e-21
"S100P",17.0950816231907,5.60342890211883,0.57134681794057,9.80740371026566,1.04625805005399e-22,7.81401553517806e-22
"PADI4",25.5195918608557,5.49706828167541,0.542401313389713,10.1346883681415,3.87607497797711e-24,3.19291676310864e-23
"VNN3",36.6347656636772,5.49674948508739,0.482302409988231,11.3968940881335,4.33303020017683e-30,5.36105446011997e-29
"AL110171",14.8487606506321,5.49202391573136,1.09886925465884,4.99788659337498,5.7962054411701e-07,1.43271717162947e-06
"CXCL6",112.485334951594,5.47838247648589,0.517608607363035,10.5840250694354,3.53440882335706e-26,3.31990494202954e-25
"DKFZp686O16217",20855.9109878862,5.47160726941774,0.550475226863791,9.9397883908255,2.79420067069196e-23,2.16834128278488e-22
"BEND2",14.1191529097561,5.43041802113429,0.622876407112294,8.71829139637855,2.82431316179358e-18,1.537197352698e-17
"UBD",543.484282615468,5.40192190698064,0.435686255741418,12.3986511756908,2.65759402033585e-35,4.65720570029744e-34
"MMP1",12885.9598276108,5.38049195340045,0.505149366663996,10.651289120549,1.71966928496637e-26,1.65439716612094e-25
"XIRP2",93.1542724017222,5.34354534042232,0.80605493862401,6.62925699524167,3.37380748508731e-11,1.14295031170937e-10
